Location,Social Category,prim_Girls,prim_Boys,prim_Overall,upPrim_Girls,upPrim_Boys,upPrim_Overall,snr_Girls,snr_Boys,snr_Overall,DNo,State
ARARIA,OBC,0.0,0.32,0.11,9.43,8.81,9.13,22.13,17.32,19.8,10301,Bihar
ARARIA,SC,2.09,2.23,2.17,10.15,10.55,10.36,24.18,14.57,19.1,10301,Bihar
ARARIA,ST,0.0,0.0,0.0,1.8,9.7,6.0,7.59,0.0,1.67,10301,Bihar
ARARIA,Overall,0.09,0.53,0.31,9.36,9.19,9.28,21.98,16.33,19.2,10301,Bihar
ARWAL,General,2.57,6.24,4.62,6.49,2.02,4.17,5.97,0.0,0.0,10302,Bihar
ARWAL,OBC,0.94,2.5,1.75,3.28,0.63,1.96,9.99,0.0,2.9,10302,Bihar
ARWAL,SC,0.0,0.0,0.0,1.78,2.55,2.16,14.63,6.71,10.66,10302,Bihar
ARWAL,ST,0.0,0.0,0.0,28.9,15.28,22.17,53.05,37.5,44.44,10302,Bihar
ARWAL,Overall,0.0,1.42,0.63,3.45,1.35,2.41,11.23,0.0,4.86,10302,Bihar
AURANGABAD (BIHAR),General,0.0,0.0,0.0,0.0,1.57,0.0,0.0,0.0,0.0,10303,Bihar
AURANGABAD (BIHAR),OBC,0.0,0.0,0.0,9.59,8.1,8.86,18.18,21.56,19.84,10303,Bihar
AURANGABAD (BIHAR),SC,0.0,0.0,0.0,10.25,3.87,7.07,20.02,20.98,20.49,10303,Bihar
AURANGABAD (BIHAR),ST,0.0,0.0,0.0,0.0,1.12,0.0,0.0,11.74,0.0,10303,Bihar
AURANGABAD (BIHAR),Overall,0.0,0.0,0.0,7.65,5.86,6.76,14.03,16.86,15.42,10303,Bihar
BANKA,General,0.0,0.0,0.0,0.0,3.2,0.7,12.39,0.0,5.59,10304,Bihar
BANKA,OBC,0.0,0.0,0.0,4.53,4.27,4.4,18.57,15.44,17.0,10304,Bihar
BANKA,SC,0.0,0.0,0.0,2.17,0.0,0.47,20.05,15.96,17.92,10304,Bihar
BANKA,ST,2.29,4.56,3.47,10.84,5.49,8.21,19.2,11.92,15.58,10304,Bihar
BANKA,Overall,0.0,0.0,0.0,3.95,3.34,3.65,18.29,13.92,16.07,10304,Bihar
BEGUSARAI,General,0.0,0.0,0.0,0.62,2.13,1.42,18.77,23.41,21.21,10305,Bihar
BEGUSARAI,OBC,0.0,0.0,0.0,3.86,3.68,3.77,16.04,16.88,16.44,10305,Bihar
BEGUSARAI,SC,0.0,0.0,0.0,5.91,4.0,4.98,22.4,24.04,23.18,10305,Bihar
BEGUSARAI,ST,0.0,0.0,0.0,0.0,0.0,0.0,38.72,0.0,8.31,10305,Bihar
BEGUSARAI,Overall,0.0,0.0,0.0,3.7,3.37,3.53,17.91,19.43,18.65,10305,Bihar
BHAGALPUR,General,0.0,0.0,0.0,1.41,2.2,1.8,17.52,17.84,17.67,10306,Bihar
BHAGALPUR,OBC,0.0,0.0,0.0,5.83,6.17,6.0,23.17,24.19,23.68,10306,Bihar
BHAGALPUR,SC,0.0,0.0,0.0,3.84,5.65,4.76,23.16,21.86,22.49,10306,Bihar
BHAGALPUR,ST,0.0,0.0,0.0,0.0,0.0,0.0,25.69,18.6,22.36,10306,Bihar
BHAGALPUR,Overall,0.0,0.0,0.0,4.1,4.83,4.46,22.35,22.71,22.53,10306,Bihar
BHOJPUR,General,1.94,0.0,0.62,2.51,0.0,0.0,31.33,17.51,24.38,10307,Bihar
BHOJPUR,OBC,0.0,0.0,0.0,3.51,1.19,2.36,17.32,13.64,15.43,10307,Bihar
BHOJPUR,SC,0.0,0.0,0.0,3.58,3.2,3.39,19.26,14.26,16.67,10307,Bihar
BHOJPUR,ST,0.0,0.0,0.0,0.0,0.0,0.0,19.45,32.81,26.57,10307,Bihar
BHOJPUR,Overall,0.0,0.0,0.0,2.97,0.34,1.65,20.58,14.91,17.69,10307,Bihar
BUXAR,General,0.0,0.0,0.0,1.95,0.0,0.0,15.43,10.95,13.14,10308,Bihar
BUXAR,OBC,0.0,0.0,0.0,4.82,0.64,2.79,25.5,19.69,22.65,10308,Bihar
BUXAR,SC,0.0,0.0,0.0,4.12,4.16,4.14,27.15,26.05,26.6,10308,Bihar
BUXAR,ST,0.0,0.0,0.0,0.0,0.0,0.0,30.01,26.37,28.18,10308,Bihar
BUXAR,Overall,0.0,0.0,0.0,3.47,0.0,1.52,24.4,19.58,22.01,10308,Bihar
DARBHANGA,General,0.0,0.0,0.0,0.0,0.0,0.0,4.86,13.96,9.39,10309,Bihar
DARBHANGA,OBC,0.0,0.0,0.0,6.21,5.85,6.03,30.66,34.69,32.68,10309,Bihar
DARBHANGA,SC,0.0,0.0,0.0,3.08,4.95,4.03,30.65,31.83,31.25,10309,Bihar
DARBHANGA,ST,28.8,30.46,29.68,66.04,52.68,59.43,0.0,0.0,0.0,10309,Bihar
DARBHANGA,Overall,0.0,0.0,0.0,4.35,4.32,4.34,23.67,28.54,26.12,10309,Bihar
GAYA,General,5.08,8.33,6.86,1.04,0.04,0.52,5.14,6.91,6.09,10310,Bihar
GAYA,OBC,1.92,1.95,1.94,2.91,0.0,1.49,14.82,10.38,12.64,10310,Bihar
GAYA,SC,0.0,0.0,0.0,1.51,1.0,1.26,11.68,7.64,9.63,10310,Bihar
GAYA,ST,13.25,17.14,15.28,11.63,11.17,11.4,0.0,3.83,0.0,10310,Bihar
GAYA,Overall,1.35,2.24,1.81,2.39,0.48,1.45,12.23,9.05,10.63,10310,Bihar
GOPALGANJ,General,17.45,15.69,16.52,0.0,0.0,0.0,23.29,5.89,15.25,10311,Bihar
GOPALGANJ,OBC,0.0,0.0,0.0,0.0,0.0,0.0,17.93,14.25,16.11,10311,Bihar
GOPALGANJ,SC,11.66,12.47,12.07,10.8,7.51,9.24,19.1,16.21,17.69,10311,Bihar
GOPALGANJ,ST,13.34,16.67,15.03,0.0,0.0,0.0,2.4,8.67,5.5,10311,Bihar
GOPALGANJ,Overall,4.46,3.84,4.16,0.0,0.0,0.0,18.02,12.8,15.47,10311,Bihar
JAMUI,General,0.0,1.26,0.46,2.85,4.37,3.67,3.32,0.0,0.0,10312,Bihar
JAMUI,OBC,0.0,0.0,0.0,11.43,7.88,9.66,14.87,9.81,12.23,10312,Bihar
JAMUI,SC,0.0,1.47,0.7,8.64,8.27,8.46,14.07,10.27,12.05,10312,Bihar
JAMUI,ST,0.0,2.83,1.46,2.77,12.54,7.71,21.55,11.06,16.5,10312,Bihar
JAMUI,Overall,0.0,0.57,0.0,9.59,7.81,8.69,13.57,8.06,10.69,10312,Bihar
JEHANABAD,General,0.62,0.04,0.29,0.0,1.49,0.0,21.5,19.47,20.39,10313,Bihar
JEHANABAD,OBC,0.0,0.0,0.0,0.0,0.0,0.0,21.81,15.83,18.85,10313,Bihar
JEHANABAD,SC,0.0,0.0,0.0,2.07,3.49,2.79,25.38,26.92,26.17,10313,Bihar
JEHANABAD,ST,0.0,1.34,0.0,16.85,40.06,29.36,31.87,56.93,45.86,10313,Bihar
JEHANABAD,Overall,0.0,0.0,0.0,0.01,0.0,0.0,22.6,19.24,20.89,10313,Bihar
KAIMUR (BHABUA),General,0.0,0.0,0.0,0.0,0.0,0.0,8.8,0.1,4.85,10314,Bihar
KAIMUR (BHABUA),OBC,0.0,0.0,0.0,1.3,0.0,0.0,26.34,11.26,19.38,10314,Bihar
KAIMUR (BHABUA),SC,0.0,0.0,0.0,6.36,5.41,5.89,21.21,13.68,17.45,10314,Bihar
KAIMUR (BHABUA),ST,0.0,0.0,0.0,5.59,0.0,2.05,0.0,0.0,0.0,10314,Bihar
KAIMUR (BHABUA),Overall,0.0,0.0,0.0,1.91,0.0,0.67,20.97,9.11,15.39,10314,Bihar
KATIHAR,General,0.0,1.36,0.0,17.47,18.89,18.12,28.99,17.14,23.81,10315,Bihar
KATIHAR,OBC,0.0,0.0,0.0,10.9,10.07,10.51,28.2,26.23,27.23,10315,Bihar
KATIHAR,SC,0.0,0.0,0.0,9.6,8.23,8.91,17.34,16.98,17.15,10315,Bihar
KATIHAR,ST,0.0,0.0,0.0,11.54,8.28,9.95,23.63,18.23,20.97,10315,Bihar
KATIHAR,Overall,0.0,0.0,0.0,12.7,12.17,12.45,27.16,23.1,25.2,10315,Bihar
KHAGARIA,General,0.0,0.0,0.0,0.0,0.0,0.0,11.52,14.86,13.23,10316,Bihar
KHAGARIA,OBC,0.0,0.0,0.0,4.43,3.45,3.94,16.52,17.42,16.99,10316,Bihar
KHAGARIA,SC,1.67,0.44,1.04,5.11,5.76,5.45,14.8,13.4,14.06,10316,Bihar
KHAGARIA,ST,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10316,Bihar
KHAGARIA,Overall,0.0,0.0,0.0,2.91,2.39,2.65,15.29,16.18,15.75,10316,Bihar
KISHANGANJ,General,0.0,1.18,0.34,15.53,16.62,16.01,45.06,31.92,39.84,10317,Bihar
KISHANGANJ,OBC,0.0,0.0,0.0,4.96,0.22,2.8,11.68,10.8,11.26,10317,Bihar
KISHANGANJ,SC,1.86,0.0,0.0,18.04,19.85,18.99,15.04,10.46,12.73,10317,Bihar
KISHANGANJ,ST,0.0,0.93,0.15,18.35,22.97,20.6,25.86,23.49,24.75,10317,Bihar
KISHANGANJ,Overall,0.0,0.0,0.0,12.16,11.33,11.79,31.22,21.26,26.85,10317,Bihar
LAKHISARAI,General,0.0,0.0,0.0,2.25,2.76,2.54,5.94,1.72,3.67,10318,Bihar
LAKHISARAI,OBC,0.0,0.0,0.0,4.56,0.84,2.69,10.29,10.08,10.18,10318,Bihar
LAKHISARAI,SC,1.39,3.6,2.55,6.64,6.97,6.81,15.78,14.65,15.18,10318,Bihar
LAKHISARAI,ST,0.0,0.0,0.0,0.0,9.68,0.0,0.0,29.41,0.0,10318,Bihar
LAKHISARAI,Overall,0.0,0.0,0.0,4.32,2.29,3.28,9.5,9.54,9.52,10318,Bihar
MADHEPURA,General,12.59,13.11,12.86,18.62,14.66,16.6,56.71,55.25,55.95,10319,Bihar
MADHEPURA,OBC,0.0,0.0,0.0,9.47,9.9,9.7,26.3,22.88,24.53,10319,Bihar
MADHEPURA,SC,0.0,0.0,0.0,11.55,13.67,12.67,24.89,25.2,25.06,10319,Bihar
MADHEPURA,ST,22.67,23.55,23.14,37.31,41.1,39.33,40.05,44.0,42.21,10319,Bihar
MADHEPURA,Overall,0.0,0.0,0.0,10.93,11.45,11.21,29.99,27.49,28.69,10319,Bihar
MADHUBANI,General,0.82,3.62,2.3,4.17,5.62,4.9,25.41,25.05,25.24,10320,Bihar
MADHUBANI,OBC,0.0,1.75,0.87,9.58,9.64,9.61,22.34,23.41,22.87,10320,Bihar
MADHUBANI,SC,0.78,1.95,1.38,10.11,10.02,10.07,24.34,27.56,25.97,10320,Bihar
MADHUBANI,ST,0.0,0.0,0.0,0.0,0.0,0.0,51.4,0.0,19.71,10320,Bihar
MADHUBANI,Overall,0.0,1.57,0.69,8.89,8.96,8.93,23.24,24.18,23.7,10320,Bihar
MUNGER,General,0.0,0.0,0.0,3.78,1.97,2.85,7.9,4.03,5.9,10321,Bihar
MUNGER,OBC,0.0,0.0,0.0,4.41,7.01,5.71,14.48,19.98,17.3,10321,Bihar
MUNGER,SC,0.0,1.51,0.26,5.06,7.85,6.48,18.21,16.23,17.2,10321,Bihar
MUNGER,ST,0.0,1.51,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10321,Bihar
MUNGER,Overall,0.0,0.0,0.0,3.59,6.25,4.93,12.16,15.39,13.82,10321,Bihar
MUZAFFARPUR,General,5.18,0.76,2.85,2.55,0.0,0.0,18.29,11.02,14.46,10322,Bihar
MUZAFFARPUR,OBC,0.55,0.3,0.43,6.82,7.47,7.14,26.91,25.07,26.03,10322,Bihar
MUZAFFARPUR,SC,0.0,0.0,0.0,0.0,0.0,0.0,24.62,25.29,24.94,10322,Bihar
MUZAFFARPUR,ST,0.0,0.0,0.0,0.0,0.0,0.0,21.39,18.72,20.09,10322,Bihar
MUZAFFARPUR,Overall,0.0,0.0,0.0,4.61,4.1,4.36,24.71,21.79,23.28,10322,Bihar
NALANDA,General,0.08,0.23,0.17,0.0,0.09,0.05,8.33,6.17,7.19,10323,Bihar
NALANDA,OBC,0.0,0.0,0.0,2.78,1.08,1.92,19.24,20.15,19.72,10323,Bihar
NALANDA,SC,0.0,0.0,0.0,3.75,3.39,3.57,24.11,21.01,22.46,10323,Bihar
NALANDA,ST,0.0,0.0,0.0,0.0,0.0,0.0,35.35,9.01,21.65,10323,Bihar
NALANDA,Overall,0.0,0.0,0.0,2.4,1.34,1.86,19.21,18.8,18.99,10323,Bihar
NAWADA,General,7.85,3.08,5.28,2.48,0.9,1.64,0.0,0.0,0.0,10324,Bihar
NAWADA,OBC,0.07,0.0,0.01,7.75,6.55,7.16,14.72,14.56,14.63,10324,Bihar
NAWADA,SC,0.0,0.0,0.0,7.39,8.2,7.8,8.15,6.39,7.26,10324,Bihar
NAWADA,ST,0.0,0.0,0.0,0.0,0.0,0.0,12.36,34.9,23.37,10324,Bihar
NAWADA,Overall,0.35,0.0,0.04,6.7,5.8,6.25,10.04,7.16,8.58,10324,Bihar
PASHCHIM CHAMPARAN,General,7.71,6.86,7.26,3.54,0.0,1.2,16.3,11.37,13.69,10325,Bihar
PASHCHIM CHAMPARAN,OBC,0.0,0.0,0.0,8.25,3.33,5.85,27.54,24.3,25.82,10325,Bihar
PASHCHIM CHAMPARAN,SC,1.63,2.87,2.27,12.73,11.15,11.93,23.45,21.34,22.35,10325,Bihar
PASHCHIM CHAMPARAN,ST,3.35,6.12,4.79,1.04,0.0,0.0,18.57,18.99,18.77,10325,Bihar
PASHCHIM CHAMPARAN,Overall,0.78,0.77,0.78,7.73,3.14,5.47,24.37,21.51,22.87,10325,Bihar
PATNA,General,3.53,0.86,2.06,4.27,0.04,1.97,29.28,28.46,28.84,10326,Bihar
PATNA,OBC,0.0,0.0,0.0,0.0,0.0,0.0,18.84,17.53,18.19,10326,Bihar
PATNA,SC,0.34,1.35,0.85,8.66,9.34,9.0,24.6,24.36,24.48,10326,Bihar
PATNA,ST,3.62,4.53,4.08,0.0,9.91,3.12,15.41,23.1,19.17,10326,Bihar
PATNA,Overall,0.0,0.0,0.0,1.31,0.31,0.81,22.49,21.81,22.14,10326,Bihar
PURBA CHAMPARAN,General,0.0,0.0,0.0,0.0,0.0,0.0,21.82,21.77,21.8,10327,Bihar
PURBA CHAMPARAN,OBC,0.0,0.0,0.0,7.88,5.88,6.9,25.65,25.82,25.74,10327,Bihar
PURBA CHAMPARAN,SC,0.0,0.18,0.0,8.39,8.6,8.49,29.08,30.01,29.54,10327,Bihar
PURBA CHAMPARAN,ST,0.0,0.0,0.0,0.0,0.0,0.0,35.2,36.61,35.92,10327,Bihar
PURBA CHAMPARAN,Overall,0.0,0.0,0.0,6.11,4.57,5.35,25.69,25.95,25.82,10327,Bihar
PURNIA,General,0.0,0.0,0.0,0.38,0.0,0.0,20.52,2.94,11.21,10328,Bihar
PURNIA,OBC,0.0,0.0,0.0,8.65,8.53,8.59,24.58,16.24,20.53,10328,Bihar
PURNIA,SC,2.06,2.37,2.22,13.68,15.12,14.43,17.43,11.86,14.49,10328,Bihar
PURNIA,ST,0.0,0.29,0.0,15.72,18.47,17.11,35.51,24.98,30.26,10328,Bihar
PURNIA,Overall,0.0,0.0,0.0,8.79,8.84,8.81,23.95,14.46,19.25,10328,Bihar
ROHTAS,General,5.58,7.15,6.43,1.66,4.8,3.32,20.46,17.03,18.75,10329,Bihar
ROHTAS,OBC,0.0,0.0,0.0,0.45,0.0,0.0,21.81,18.65,20.28,10329,Bihar
ROHTAS,SC,0.0,1.25,0.61,3.82,4.8,4.31,25.3,21.27,23.39,10329,Bihar
ROHTAS,ST,15.4,12.45,13.88,13.01,8.33,10.83,25.23,15.25,20.52,10329,Bihar
ROHTAS,Overall,0.0,0.0,0.0,1.71,0.86,1.28,22.48,18.89,20.74,10329,Bihar
SAHARSA,General,0.0,0.0,0.0,0.02,0.0,0.0,14.99,1.59,8.14,10330,Bihar
SAHARSA,OBC,2.09,1.02,1.53,13.83,12.76,13.27,24.31,27.75,26.15,10330,Bihar
SAHARSA,SC,0.0,0.23,0.1,12.12,9.68,10.81,19.61,19.87,19.76,10330,Bihar
SAHARSA,ST,0.0,0.0,0.0,35.71,37.48,36.67,0.0,0.0,0.0,10330,Bihar
SAHARSA,Overall,0.29,0.49,0.39,11.57,10.41,10.96,21.66,21.58,21.62,10330,Bihar
SAMASTIPUR,General,0.0,0.0,0.0,0.0,0.0,0.0,17.47,24.0,20.87,10331,Bihar
SAMASTIPUR,OBC,0.0,0.0,0.0,2.28,0.67,1.51,26.85,21.35,24.28,10331,Bihar
SAMASTIPUR,SC,0.0,0.0,0.0,2.92,1.52,2.26,27.77,25.41,26.66,10331,Bihar
SAMASTIPUR,ST,0.0,0.0,0.0,20.0,9.22,14.17,40.83,27.42,34.15,10331,Bihar
SAMASTIPUR,Overall,0.0,0.0,0.0,0.3,0.0,0.0,25.67,22.73,24.26,10331,Bihar
SARAN,General,0.0,0.0,0.0,0.0,0.0,0.0,19.24,14.88,16.95,10332,Bihar
SARAN,OBC,0.0,0.0,0.0,3.51,0.84,2.22,23.4,22.22,22.83,10332,Bihar
SARAN,SC,0.0,0.0,0.0,3.6,3.29,3.45,21.07,21.08,21.08,10332,Bihar
SARAN,ST,0.0,0.0,0.0,0.0,0.0,0.0,29.2,32.86,31.02,10332,Bihar
SARAN,Overall,0.0,0.0,0.0,2.63,0.05,1.37,22.71,21.26,21.99,10332,Bihar
SHEIKHPURA,General,5.7,0.47,2.8,0.47,0.0,0.0,13.47,3.43,8.12,10333,Bihar
SHEIKHPURA,OBC,0.0,0.0,0.0,3.84,0.42,2.12,10.32,7.43,8.82,10333,Bihar
SHEIKHPURA,SC,0.0,0.34,0.11,6.29,5.94,6.12,12.94,11.85,12.35,10333,Bihar
SHEIKHPURA,ST,0.0,0.0,0.0,0.0,0.0,0.0,57.89,0.0,4.39,10333,Bihar
SHEIKHPURA,Overall,0.0,0.0,0.0,3.49,0.0,1.54,11.59,7.34,9.34,10333,Bihar
SHEOHAR,General,6.19,7.73,6.99,10.25,12.13,11.16,19.43,8.63,14.55,10334,Bihar
SHEOHAR,OBC,0.0,0.0,0.0,9.83,10.95,10.38,26.99,20.53,23.86,10334,Bihar
SHEOHAR,SC,0.0,0.0,0.0,6.91,5.24,6.09,22.83,18.73,20.82,10334,Bihar
SHEOHAR,ST,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10334,Bihar
SHEOHAR,Overall,0.0,0.0,0.0,8.59,9.38,8.98,23.04,15.25,19.32,10334,Bihar
SITAMARHI,General,0.0,0.0,0.0,4.2,2.04,3.16,19.5,22.53,20.95,10335,Bihar
SITAMARHI,OBC,0.0,0.0,0.0,8.63,9.52,9.06,24.99,26.26,25.61,10335,Bihar
SITAMARHI,SC,0.0,0.0,0.0,12.35,11.85,12.1,21.66,25.84,23.76,10335,Bihar
SITAMARHI,ST,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10335,Bihar
SITAMARHI,Overall,0.0,0.0,0.0,8.07,8.19,8.13,22.47,24.17,23.3,10335,Bihar
SIWAN,General,4.0,1.47,2.65,0.0,0.0,0.0,21.38,21.24,21.31,10336,Bihar
SIWAN,OBC,0.0,0.0,0.0,1.04,0.0,0.0,22.11,21.9,22.01,10336,Bihar
SIWAN,SC,0.0,0.0,0.0,1.47,2.45,1.94,18.38,19.52,18.94,10336,Bihar
SIWAN,ST,9.16,2.73,5.92,1.2,0.0,0.0,15.92,23.19,19.48,10336,Bihar
SIWAN,Overall,0.0,0.0,0.0,0.04,0.0,0.0,21.13,21.57,21.34,10336,Bihar
SUPAUL,General,25.08,25.84,25.48,30.8,32.05,31.42,51.34,62.88,57.45,10337,Bihar
SUPAUL,OBC,3.63,4.74,4.2,12.93,12.15,12.54,22.58,25.41,24.01,10337,Bihar
SUPAUL,SC,0.1,0.0,0.0,7.01,8.61,7.86,23.89,27.15,25.6,10337,Bihar
SUPAUL,ST,0.0,0.0,0.0,5.66,0.0,0.0,0.0,0.0,0.0,10337,Bihar
SUPAUL,Overall,5.48,6.25,5.88,14.32,13.86,14.09,26.91,31.37,29.2,10337,Bihar
VAISHALI,General,7.46,6.4,6.88,3.73,4.92,4.37,26.88,29.12,28.08,10338,Bihar
VAISHALI,OBC,0.0,0.0,0.0,2.0,2.51,2.25,26.85,27.35,27.1,10338,Bihar
VAISHALI,SC,0.0,0.0,0.0,2.45,5.13,3.75,31.31,29.58,30.49,10338,Bihar
VAISHALI,ST,0.0,0.0,0.0,0.0,2.39,0.0,48.72,45.86,47.31,10338,Bihar
VAISHALI,Overall,0.0,0.0,0.0,2.18,3.45,2.82,28.47,28.53,28.5,10338,Bihar
CHANDIGARH,General,0.0,0.0,0.0,0.13,0.0,0.0,0.0,0.0,0.0,10401,Chandigarh
CHANDIGARH,OBC,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10401,Chandigarh
CHANDIGARH,SC,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10401,Chandigarh
CHANDIGARH,ST,0.82,5.66,3.56,0.0,0.0,0.0,0.0,0.0,0.0,10401,Chandigarh
CHANDIGARH,Overall,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10401,Chandigarh
BALOD,General,5.32,0.0,0.0,7.24,3.16,5.04,1.16,1.74,1.45,10501,Chhattisgarh
BALOD,OBC,0.79,0.59,0.69,0.0,0.69,0.12,1.19,3.64,2.43,10501,Chhattisgarh
BALOD,SC,0.0,0.0,0.0,5.11,4.01,4.57,7.01,8.73,7.85,10501,Chhattisgarh
BALOD,ST,1.36,0.94,1.15,2.28,3.36,2.83,1.5,6.17,3.84,10501,Chhattisgarh
BALOD,Overall,0.91,0.46,0.68,1.17,1.95,1.56,1.8,4.85,3.33,10501,Chhattisgarh
BALODABAZAR,General,6.79,8.03,7.45,22.11,17.6,19.82,5.13,15.69,10.73,10502,Chhattisgarh
BALODABAZAR,OBC,0.0,0.0,0.0,1.19,3.08,2.13,7.28,11.37,9.24,10502,Chhattisgarh
BALODABAZAR,SC,0.0,0.0,0.0,1.38,5.57,3.47,9.86,12.71,11.22,10502,Chhattisgarh
BALODABAZAR,ST,0.33,0.77,0.55,7.16,8.93,8.03,14.83,20.84,17.49,10502,Chhattisgarh
BALODABAZAR,Overall,0.0,0.0,0.0,2.77,5.02,3.88,8.91,12.98,10.86,10502,Chhattisgarh
BALRAMPUR,General,9.25,10.36,9.83,10.09,11.8,10.96,18.11,17.89,18.0,10503,Chhattisgarh
BALRAMPUR,OBC,0.0,1.76,0.68,2.36,1.77,2.06,8.5,9.47,8.99,10503,Chhattisgarh
BALRAMPUR,SC,0.0,0.0,0.0,3.48,9.68,6.78,19.41,19.29,19.35,10503,Chhattisgarh
BALRAMPUR,ST,2.71,2.02,2.35,6.79,9.14,7.97,11.39,16.25,13.69,10503,Chhattisgarh
BALRAMPUR,Overall,1.29,1.76,1.52,5.75,7.6,6.68,11.48,14.57,12.98,10503,Chhattisgarh
BASTER,General,1.41,0.0,0.35,7.15,4.22,5.66,9.83,7.01,8.4,10504,Chhattisgarh
BASTER,OBC,0.0,0.0,0.0,0.57,0.0,0.22,5.28,6.63,5.95,10504,Chhattisgarh
BASTER,SC,0.0,0.0,0.0,17.39,0.0,8.47,14.17,15.34,14.74,10504,Chhattisgarh
BASTER,ST,2.41,1.83,2.11,4.99,6.69,5.84,12.86,17.37,15.09,10504,Chhattisgarh
BASTER,Overall,0.99,0.36,0.67,4.99,4.86,4.92,11.02,13.44,12.22,10504,Chhattisgarh
BEMETARA,General,2.08,14.01,8.27,12.36,16.01,14.38,1.2,12.13,7.47,10505,Chhattisgarh
BEMETARA,OBC,0.0,0.16,0.0,1.42,2.7,2.05,9.51,11.15,10.3,10505,Chhattisgarh
BEMETARA,SC,0.19,1.01,0.6,3.18,5.65,4.41,7.57,15.52,11.38,10505,Chhattisgarh
BEMETARA,ST,0.0,0.0,0.0,0.0,0.0,0.0,9.44,16.51,12.67,10505,Chhattisgarh
BEMETARA,Overall,0.0,0.6,0.0,1.91,3.74,2.82,8.85,12.25,10.5,10505,Chhattisgarh
BIJAPUR,General,14.17,5.42,9.48,14.29,21.09,17.77,0.0,0.0,0.0,10506,Chhattisgarh
BIJAPUR,OBC,7.31,5.43,6.3,1.95,9.69,6.04,13.71,21.35,17.53,10506,Chhattisgarh
BIJAPUR,SC,0.0,0.0,0.0,0.0,0.0,0.0,14.79,4.61,9.52,10506,Chhattisgarh
BIJAPUR,ST,5.84,8.42,7.31,5.79,8.31,7.19,10.3,18.17,14.51,10506,Chhattisgarh
BIJAPUR,Overall,4.63,7.05,5.99,4.68,8.0,6.5,10.54,17.48,14.2,10506,Chhattisgarh
BILASPUR,General,0.0,0.05,0.0,6.15,1.69,3.84,1.56,0.37,0.94,10507,Chhattisgarh
BILASPUR,OBC,0.0,0.0,0.0,2.22,3.29,2.76,8.99,10.05,9.51,10507,Chhattisgarh
BILASPUR,SC,0.0,0.0,0.0,2.69,3.94,3.33,10.99,10.63,10.81,10507,Chhattisgarh
BILASPUR,ST,0.0,0.0,0.0,4.24,8.35,6.34,12.75,15.79,14.17,10507,Chhattisgarh
BILASPUR,Overall,0.0,0.0,0.0,3.1,4.03,3.57,9.28,9.86,9.56,10507,Chhattisgarh
DANTEWADA,General,0.0,0.67,0.0,1.11,0.0,0.15,1.04,11.14,6.52,10508,Chhattisgarh
DANTEWADA,OBC,0.0,0.0,0.0,0.09,2.51,1.32,8.62,4.92,6.82,10508,Chhattisgarh
DANTEWADA,SC,0.0,0.0,0.0,0.0,1.12,0.0,18.41,22.82,20.45,10508,Chhattisgarh
DANTEWADA,ST,7.48,6.38,6.88,6.95,4.57,5.67,13.93,13.05,13.48,10508,Chhattisgarh
DANTEWADA,Overall,3.03,3.84,3.46,4.45,3.59,3.99,11.81,11.77,11.79,10508,Chhattisgarh
DHAMTARI,General,3.46,1.98,2.69,0.0,2.41,0.0,0.0,3.41,0.0,10509,Chhattisgarh
DHAMTARI,OBC,1.92,1.5,1.7,1.36,1.26,1.31,2.31,6.65,4.5,10509,Chhattisgarh
DHAMTARI,SC,0.0,0.0,0.0,0.0,0.99,0.0,4.14,11.36,7.62,10509,Chhattisgarh
DHAMTARI,ST,0.75,0.24,0.5,4.56,5.79,5.18,7.81,15.21,11.41,10509,Chhattisgarh
DHAMTARI,Overall,1.49,0.98,1.24,1.55,2.49,2.02,3.48,9.04,6.26,10509,Chhattisgarh
DURG,General,6.05,5.66,5.85,2.56,3.65,3.13,2.74,9.5,6.38,10510,Chhattisgarh
DURG,OBC,0.0,0.1,0.0,0.89,3.11,2.02,5.45,8.5,6.94,10510,Chhattisgarh
DURG,SC,0.17,0.99,0.59,3.23,6.17,4.71,6.02,9.34,7.62,10510,Chhattisgarh
DURG,ST,1.96,1.27,1.61,3.41,5.26,4.36,4.27,6.76,5.48,10510,Chhattisgarh
DURG,Overall,0.96,1.52,1.25,1.75,3.84,2.82,4.93,8.75,6.84,10510,Chhattisgarh
GARIABAND,General,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10511,Chhattisgarh
GARIABAND,OBC,0.0,0.09,0.0,3.88,1.85,2.86,5.05,9.01,7.04,10511,Chhattisgarh
GARIABAND,SC,0.0,0.6,0.0,10.22,9.18,9.7,6.04,9.18,7.5,10511,Chhattisgarh
GARIABAND,ST,1.42,1.28,1.36,6.63,8.41,7.52,13.6,16.21,14.85,10511,Chhattisgarh
